ID	COGID	POS	ALIGNMENT	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN
896	670	verb	ʃ i - k ³¹	to die	Maru	die	1651.31	Langsu (Luxi) TBL	ʃik³¹  | 1651.31	die		199	TBL		1494	ʃik³¹	ʃik³¹	die	ʃ i k ³¹	426590
898	670	verb	ʂ ɿ - - ⁵⁵	to die	Xiandao	die	1651.29	Achang (Xiandao) TBL	ʂɿ⁵⁵  | 1651.29	die		199	TBL		1494	ʂɿ⁵⁵	ʂɿ⁵⁵	die	ʂ ɿ ⁵⁵	426588
913	676	verb	kʰ a i - ²¹	to dig	Atsi	dig	1698.30	Atsi [Zaiwa] TBL	khai²¹  | 1698.30		bad concept	205	TBL		1418	khai²¹	khai²¹	dig / scoop out	kʰ a i ²¹	428801
917	675	verb	t uː - ³³	to dig	Lashi	dig / scoop out v.	1698.33	Leqi (Luxi) TBL	tuː³³  | 1698.33		bad concept	204	TBL		1418	khaːi⁵³	tuː³³	dig / scoop out	t uː ³³	428804
918	675	verb	t a u ³⁵	to dig	Maru	dig / scoop out v.	1698.31	Langsu (Luxi) TBL	tau³⁵  | 1698.31	dig	bad concept	204	TBL		1418	tau³⁵	tau³⁵	dig / scoop out	t a u ³⁵	428802
920	675	verb	t u - ³¹	to dig	Xiandao	dig / scoop out v.	1698.29	Achang (Xiandao) TBL	tu³¹  | 1698.29		bad concept	204	TBL		1418	tu³¹	tu³¹	dig / scoop out	t u ³¹	428800
921	675	verb	t u - ³¹	to dig	Achang_Longchuan	dig / scoop out v.	1698.28	Achang (Longchuan) TBL	tu³¹  | 1698.28		bad concept	204	TBL		1418	tu³¹	tu³¹	dig / scoop out	t u ³¹	428799
925	676	verb	kʰ ø - ʔ ³¹	to dig	Bola	dig / scoop out v.	1698.32	Bola (Luxi) TBL	khøʔ³¹  | 1698.32		bad concept	205	TBL		1418	khøʔ³¹	khøʔ³¹	dig / scoop out	kʰ ø ʔ ³¹	428803
936	245	other	ə k ³⁵	dirty	Achang_Longchuan	dirty	1086.28	Achang (Longchuan) TBL	ək³⁵  | 1086.28	dirty		211	TBL		1230	ək³⁵	ək³⁵	dirty	ə k ³⁵	400877
938	226	other	tʃʰ a ʔ ⁵⁵	dirty	Atsi	dirty	1086.30	Atsi [Zaiwa] TBL	tʃhaʔ⁵⁵  | 1086.30	dirty		1032	TBL		1230	tʃhaʔ⁵⁵	tʃhaʔ⁵⁵	dirty	tʃʰ a ʔ ⁵⁵	400879
940	260	other	l ṵ - ³⁵	dirty	Bola	dirty	1086.32	Bola (Luxi) TBL	lu̱³⁵  | 1086.32	dirty		18	TBL		1230	lu̱³⁵	lu̱³⁵	dirty	l ṵ ³⁵	400881
942	302	other	a ³¹ + s a n ⁵⁵	dirty	Lashi	dirty	1086.33	Leqi (Luxi) TBL	a³¹ san⁵⁵  | 1086.33	a-prefix dirty		1033 1034	TBL		1230	a³¹san⁵⁵	a³¹san⁵⁵	dirty	a ³¹ + s a n ⁵⁵	400882
943	260	other	l a̰ u ³⁵	dirty	Maru	dirty	1086.31	Langsu (Luxi) TBL	la̱u³⁵  | 1086.31	dirty		18	TBL		1230	la̱u³⁵	la̱u³⁵	dirty	l a̰ u ³⁵	400880
944	245	other	ɤ k ³⁵	dirty	Xiandao	dirty	1086.29	Achang (Xiandao) TBL	ɤk³⁵  | 1086.29	dirty		211	TBL		1230	ɤk³⁵	ɤk³⁵	dirty	ɤ k ³⁵	400878
955	171	noun	x u i - ³¹	the dog	Achang_Longchuan	dog n	0289.28	Achang (Longchuan) TBL	xui³¹  | 0289.28	dog		216	TBL		2009	xui³¹	xui³¹	dog	x u i ³¹	360086
957	171	noun	kʰ u i - ²¹	the dog	Atsi	dog n	0289.30	Atsi [Zaiwa] TBL	khui²¹  | 0289.30 | cf. 0765.30	dog		216	TBL		2009	khui²¹	khui²¹	dog	kʰ u i ²¹	360088
958	171	noun	kʰ u i - ³⁵	the dog	Bola	dog n	0289.32	Bola (Luxi) TBL	khui³⁵  | 0289.32 | cf. 0765.32	dog		216	TBL		2009	khui³⁵	khui³⁵	dog	kʰ u i ³⁵	360090
961	171	noun	kʰ u i - ⁵⁵	the dog	Lashi	dog n	0289.33	Leqi (Luxi) TBL	khui⁵⁵  | 0289.33 | cf. 0765.33	dog		216	TBL		2009	khui⁵⁵	khui⁵⁵	dog	kʰ u i ⁵⁵	360091
962	171	noun	l ə̆ ³¹ + kʰ a - - ³⁵	the dog	Maru	dog n	0289.31	Langsu (Luxi) TBL	lə̆³¹ kha³⁵  | 0289.31 | cf. 0765.31	dog1 dog2		1035 216	TBL		2009	lə̆³¹kha³⁵	lə̆³¹kha³⁵	dog	l ə̆ ³¹ + kʰ a ³⁵	360089
964	1152	noun	f u i - - ³¹	the dog	Xiandao	dog n	0289.29	Achang (Xiandao) TBL	fui³¹  | 0289.29 | cf. 0765.29	dog		216	TBL		2009	fui³¹	fui³¹	dog	f u i ³¹	360087
980	1153	noun	- i t ⁵⁵ + m ɔ ʔ ⁵⁵	the dream	Achang_Longchuan	dream n	0699.28	Achang (Longchuan) TBL	it⁵⁵ mɔʔ⁵⁵  | 0699.28	sleep dream		225 224	TBL		2374	it⁵⁵mɔʔ⁵⁵	it⁵⁵mɔʔ⁵⁵	dream	i t ⁵⁵ + m ɔ ʔ ⁵⁵	380976
981	1153	noun	j ṵ p ⁵⁵ + m o ʔ ²¹	the dream	Atsi	dream n	0699.30	Atsi [Zaiwa] TBL	ju̱p⁵⁵ moʔ²¹  | 0699.30	sleep dream		225 224	TBL		2374	ju̱p⁵⁵moʔ²¹	ju̱p⁵⁵moʔ²¹	dream	j ṵ p ⁵⁵ + m o ʔ ²¹	380978
982	1153	noun	j a̰ p ⁵⁵ + m a ʔ ⁵⁵	the dream	Bola	dream n	0699.32	Bola (Luxi) TBL	ja̱p⁵⁵ maʔ⁵⁵  | 0699.32	sleep dream		225 224	TBL		2374	ja̱p⁵⁵maʔ⁵⁵	ja̱p⁵⁵maʔ⁵⁵	dream	j a̰ p ⁵⁵ + m a ʔ ⁵⁵	380980
983	1153	noun	j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹	the dream	Lashi	dream n	0699.33	Leqi (Luxi) TBL	jɔ̱p⁵⁵ mɔʔ³¹  | 0699.33	sleep dream		225 224	TBL		2374	jɔ̱p⁵⁵mɔʔ³¹	jɔ̱p⁵⁵mɔʔ³¹	dream	j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹	380981
984	1153	noun	j a̰ p ³¹ + m ɔ ʔ ³¹	the dream	Maru	dream n	0699.31	Langsu (Luxi) TBL	ja̱p³¹ mɔʔ³¹  | 0699.31	dream mo-suffix		225 224	TBL		2374	ja̱p³¹mɔʔ³¹	ja̱p³¹mɔʔ³¹	dream	j a̰ p ³¹ + m ɔ ʔ ³¹	380979
985	1153	noun	- i n ³¹ + m ɔ ʔ ⁵⁵	the dream	Xiandao	dream n	0699.29	Achang (Xiandao) TBL	in³¹ mɔʔ⁵⁵  | 0699.29	sleep dream		225 224	TBL		2374	in³¹mɔʔ⁵⁵	in³¹mɔʔ⁵⁵	dream	i n ³¹ + m ɔ ʔ ⁵⁵	380977
1012	174	verb	ʃ a u ʔ ⁵⁵	to drink	Bola	drink v.	1370.32	Bola (Luxi) TBL	ʃauʔ⁵⁵  | 1370.32	drink		228	TBL		1401	ʃauʔ⁵⁵	ʃauʔ⁵⁵	drink	ʃ a u ʔ ⁵⁵	413617
1015	174	verb	ʃ uː - k ⁵⁵	to drink	Lashi	drink v.	1370.33	Leqi (Luxi) TBL	ʃuːk⁵⁵  | 1370.33	drink		228	TBL		1401	ʃuːk⁵⁵	ʃuːk⁵⁵	drink	ʃ uː k ⁵⁵	413618
1017	174	verb	ʃ a u k ⁵⁵	to drink	Maru	drink v.	1370.31	Langsu (Luxi) TBL	ʃauk⁵⁵  | 1370.31			228	TBL		1401	ʃauk⁵⁵	ʃauk⁵⁵	drink	ʃ a u k ⁵⁵	413616
1037	402	other	s ə ʔ ⁵⁵	dry	Achang_Longchuan	dry	1028.28	Achang (Longchuan) TBL	səʔ⁵⁵  | 1028.28	dry		1036	TBL		1398	səʔ⁵⁵	səʔ⁵⁵	dry	s ə ʔ ⁵⁵	397970
1039	329	other	x u i ⁵⁵	dry	Atsi	dry	1028.30	Atsi [Zaiwa] TBL	xui⁵⁵  | 1028.30	dry		233	TBL		1398	xui⁵⁵	xui⁵⁵	dry	x u i ⁵⁵	397972
1040	329	other	k j a̰ u ʔ ⁵⁵	dry	Bola	dry	1028.32	Bola (Luxi) TBL	kja̱uʔ⁵⁵  | 1028.32	dry		232	TBL		1398	kja̱uʔ⁵⁵	kja̱uʔ⁵⁵	dry	k j a̰ u ʔ ⁵⁵	397974
1043	329	other	k j ṵː - ʔ ⁵⁵	dry	Lashi	dry	1028.33	Leqi (Luxi) TBL	kju̱ːʔ⁵⁵  | 1028.33	dry		232	TBL		1398	kju̱ːʔ⁵⁵	kju̱ːʔ⁵⁵	dry	k j ṵː ʔ ⁵⁵	397975
1044	329	other	f a i ⁵⁵	dry	Maru	dry	1028.31	Langsu (Luxi) TBL	fai⁵⁵  | 1028.31	dry		233	TBL		1398	fai⁵⁵	fai⁵⁵	dry	f a i ⁵⁵	397973
1046	415	other	ts u i ³⁵	dry	Xiandao	dry	1028.29	Achang (Xiandao) TBL	tsui³⁵  | 1028.29	dry		1037	TBL		1398	tsui³⁵	tsui³⁵	dry	ts u i ³⁵	397971
1089	176	noun	n̥ʲ o n ⁵⁵ + m ɔ k ³⁵	the dust	Achang_Longchuan	dust 2	0045.28	Achang (Longchuan) TBL	ȵ̥on⁵⁵ mɔk³⁵  | 0045.28	dirt? dust		1038 1039	TBL		2	ȵ̥on⁵⁵mɔk³⁵	ȵ̥on⁵⁵mɔk³⁵	dust	n̥ʲ o n ⁵⁵ + m ɔ k ³⁵	347298
1091	175	noun	pʰ u i ²¹ + l a̰ u - ⁵¹	the dust	Atsi	dust 1	0045.30	Atsi [Zaiwa] TBL	phui²¹ la̱u⁵¹  | 0045.30	? ?		240 241	TBL		2	phui²¹la̱u⁵¹	phui²¹la̱u⁵¹	dust	pʰ u i ²¹ + l a̰ u ⁵¹	347300
1092	175	noun	pʰ ə̆ - ³¹ + l a u - ⁵⁵	the dust	Bola	dust 1	0045.32	Bola (Luxi) TBL	phə̆³¹ lau⁵⁵  | 0045.32			240 241	TBL		2	phə̆³¹lau⁵⁵	phə̆³¹lau⁵⁵	dust	pʰ ə̆ ³¹ + l a u ⁵⁵	347302
1093	175	noun	pʰ ə̆ - ⁵⁵ + l o̰ u - ³³	the dust	Lashi	dust 1	0045.33	Leqi (Luxi) TBL	phə̆⁵⁵ lo̱u³³  | 0045.33	pa-prefix dust		240 241	TBL		2	phə̆⁵⁵lo̱u³³	phə̆⁵⁵lo̱u³³	dust	pʰ ə̆ ⁵⁵ + l o̰ u ³³	347303
1094	175	noun	pʰ ɔ̆ i ³⁵ + l ṵ - k ³¹	the dust	Maru	dust 1	0045.31	Langsu (Luxi) TBL	phɔ̆i³⁵ lu̱k³¹  | 0045.31			240 241	TBL		2	phɔ̆i³⁵lu̱k³¹	phɔ̆i³⁵lu̱k³¹	dust	pʰ ɔ̆ i ³⁵ + l ṵ k ³¹	347301
1097	1158	noun	n i ³¹ + ʈʂʰ u a ³¹	the ear	Achang_Longchuan	ear n	0081.28	Achang (Longchuan) TBL	ni³¹ tʂhua³¹  | 0081.28	ear hole?		242 244	TBL		1247	ni³¹tʂhua³¹	ni³¹tʂhua³¹	ear	n i ³¹ + ʈʂʰ u a ³¹	349172
1100	1158	noun	n ŏ ²¹ + pʰ j o ²¹	the ear	Atsi	ear n	0081.30	Atsi [Zaiwa] TBL	nŏ²¹ phjo²¹  | 0081.30	ear ?		242 1040	TBL		1247	nŏ²¹phjo²¹	nŏ²¹phjo²¹	ear	n ŏ ²¹ + pʰ j o ²¹	349174
1103	1158	noun	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	the ear	Bola	ear n	0081.32	Bola (Luxi) TBL	nə̆³¹ khj⁵⁵  | 0081.32	ear 		242 243	TBL		1247	nə̆³¹khj⁵⁵	nə̆³¹khj⁵⁵	ear	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	349176
1108	1158	noun	n ə̆ ³³ + kʰ j a p ⁵⁵	the ear	Lashi	ear n	0081.33	Leqi (Luxi) TBL	nə̆³³ khjap⁵⁵  | 0081.33	ear hole		242 243	TBL		1247	nə̆³³khjap⁵⁵	nə̆³³khjap⁵⁵	ear	n ə̆ ³³ + kʰ j a p ⁵⁵	349177
1111	1158	noun	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	the ear	Maru	ear n	0081.31	Langsu (Luxi) TBL	nə̆³¹ khjɛʔ⁵⁵  | 0081.31			242 243	TBL		1247	nə̆³¹khjɛʔ⁵⁵	nə̆³¹khjɛʔ⁵⁵	ear	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	349175
1113	1158	noun	n̥ a ³¹ + ʈʂʰ - ɔ ³¹	the ear	Xiandao	ear n	0081.29	Achang (Xiandao) TBL	n̥a³¹ tʂhɔ³¹  | 0081.29	ear ???		242 244	TBL		1247	n̥a³¹tʂhɔ³¹	n̥a³¹tʂhɔ³¹	ear	n̥ a ³¹ + ʈʂʰ ɔ ³¹	349173
1125	700	verb	t a ³¹	to eat	Bola	eat	1198.32	Bola (Luxi) TBL	ta³¹  | 1198.32	eat		245	TBL		1336	ta³¹	ta³¹	eat	t a ³¹	405916
1129	700	verb	ts ɔː ³³	to eat	Lashi	eat	1198.33	Leqi (Luxi) TBL	tsɔː³³  | 1198.33	eat		245	TBL		1336	tsɔː³³	tsɔː³³	eat	ts ɔː ³³	405917
1132	700	verb	ts ɔ ³⁵	to eat	Maru	eat	1198.31	Langsu (Luxi) TBL	tsɔ³⁵  | 1198.31	eat		245	TBL		1336	tsɔ³⁵	tsɔ³⁵	eat	ts ɔ ³⁵	405915
1140	1159	noun	ṵ - - ³⁵	the egg	Bola	egg n	0450.32	Bola (Luxi) TBL	u̱³⁵  | 0450.32	egg		246	TBL		744	u̱³⁵	u̱³⁵	egg	ṵ ³⁵	368076
1144	1159	noun	a̰ u - ⁵⁵	the egg	Maru	egg n	0450.31	Langsu (Luxi) TBL	a̱u⁵⁵  | 0450.31	egg		246	TBL		744	a̱u⁵⁵	a̱u⁵⁵	egg	a̰ u ⁵⁵	368075
1150	439	other	ɕ e t ⁵⁵	eight	Achang_Longchuan	eight	0804.28	Achang (Longchuan) TBL	ɕet⁵⁵  | 0804.28	eight		247	TBL		1705	ɕet⁵⁵	ɕet⁵⁵	eight	ɕ e t ⁵⁵	386412
1152	439	other	ʃ i t ⁵⁵	eight	Atsi	eight	0804.30	Atsi [Zaiwa] TBL	ʃit⁵⁵  | 0804.30	eight		247	TBL		1705	ʃit⁵⁵	ʃit⁵⁵	eight	ʃ i t ⁵⁵	386414
1153	439	other	ʃ ɛ ʔ ⁵⁵	eight	Bola	eight	0804.32	Bola (Luxi) TBL	ʃɛʔ⁵⁵  | 0804.32	eight		247	TBL		1705	ʃɛʔ⁵⁵	ʃɛʔ⁵⁵	eight	ʃ ɛ ʔ ⁵⁵	386416
1156	439	other	ʃ ɛ̰ t ⁵⁵	eight	Lashi	eight	0804.33	Leqi (Luxi) TBL	ʃɛ̱t⁵⁵  | 0804.33	eight		247	TBL		1705	ʃɛ̱t⁵⁵	ʃɛ̱t⁵⁵	eight	ʃ ɛ̰ t ⁵⁵	386417
1157	439	other	ʃ ɛ ʔ ⁵⁵	eight	Maru	eight	0804.31	Langsu (Luxi) TBL	ʃɛʔ⁵⁵  | 0804.31	eight		247	TBL		1705	ʃɛʔ⁵⁵	ʃɛʔ⁵⁵	eight	ʃ ɛ ʔ ⁵⁵	386415
1158	439	other	ç ɛ ʈ ⁵⁵	eight	Xiandao	eight	0804.29	Achang (Xiandao) TBL	çɛʈ⁵⁵  | 0804.29	eight		247	TBL		1705	çɛʈ⁵⁵	çɛʈ⁵⁵	eight	ç ɛ ʈ ⁵⁵	386413
1177	1160	noun	m j a ʔ ³¹ + tʃ ɿ - ³⁵	the eye	Bola	eye	0079.32	Bola (Luxi) TBL	mjaʔ³¹ tʃɿ³⁵  | 0079.32	eye small-stone-2		250 1041	TBL		1248	mjaʔ³¹tʃɿ³⁵	mjaʔ³¹tʃɿ³⁵	eye	m j a ʔ ³¹ + tʃ ɿ ³⁵	349075
1184	1160	noun	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵	the eye	Maru	eye	0079.31	Langsu (Luxi) TBL	mjɔʔ³¹ tʃik⁵⁵  | 0079.31	eye stone		250 1041	TBL		1248	mjɔʔ³¹tʃik⁵⁵	mjɔʔ³¹tʃik⁵⁵	eye	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵	349074
1241	473	other	v e - ³¹	far	Achang_Longchuan	far	0974.28	Achang (Longchuan) TBL	ve³¹  | 0974.28	far		266	TBL		1406	ve³¹	ve³¹	far / distant	v e ³¹	395204
1243	473	other	v e - ²¹	far	Atsi	far	0974.30	Atsi [Zaiwa] TBL	ve²¹  | 0974.30	far		266	TBL		1406	ve²¹	ve²¹	far / distant	v e ²¹	395206
1244	473	other	v ɛ - ³¹	far	Bola	far	0974.32	Bola (Luxi) TBL	vɛ³¹  | 0974.32	far		266	TBL		1406	vɛ³¹	vɛ³¹	far / distant	v ɛ ³¹	395208
1247	473	other	v ɛː - ³³	far	Lashi	far	0974.33	Leqi (Luxi) TBL	vɛː³³  | 0974.33	far		266	TBL		1406	vɛː³³	vɛː³³	far / distant	v ɛː ³³	395209
1248	473	other	v a - ³⁵	far	Maru	far	0974.31	Langsu (Luxi) TBL	va³⁵  | 0974.31	far		266	TBL		1406	va³⁵	va³⁵	far / distant	v a ³⁵	395207
1249	473	other	v ɛ - ³¹	far	Xiandao	far	0974.29	Achang (Xiandao) TBL	vɛ³¹  | 0974.29	far		266	TBL		1406	vɛ³¹	vɛ³¹	far / distant	v ɛ ³¹	395205
1273	229	noun	t e ʔ ⁵⁵	the father	Achang_Longchuan	father	0218.28	Achang (Longchuan) TBL	teʔ⁵⁵  | 0218.28	father		1042	TBL		1217	teʔ⁵⁵	teʔ⁵⁵	father	t e ʔ ⁵⁵	356250
1276	1161	noun	a ⁵⁵ + v a - ²¹	the father	Atsi	father	0218.30	Atsi [Zaiwa] TBL	a⁵⁵ va²¹  | 0218.30	a-prefix father		269 272	TBL		1217	a⁵⁵va²¹	a⁵⁵va²¹	father	a ⁵⁵ + v a ²¹	356252
1277	1161	noun	a ³¹ + v a - ⁵⁵	the father	Bola	father	0218.32	Bola (Luxi) TBL	a³¹ va⁵⁵  | 0218.32	a-prefix father		269 272	TBL		1217	a³¹va⁵⁵	a³¹va⁵⁵	father	a ³¹ + v a ⁵⁵	356254
1280	193	noun	a ⁵⁵ + pʰ o ⁵³	the father	Lashi	father	0218.33	Leqi (Luxi) TBL	a⁵⁵ pho⁵³  | 0218.33	a-prefix father		269 271	TBL		1217	a⁵⁵pho⁵³	a⁵⁵pho⁵³	father	a ⁵⁵ + pʰ o ⁵³	356255
1281	193	noun	a ⁵⁵ + pʰ ɔ ⁵⁵	the father	Maru	father	0218.31	Langsu (Luxi) TBL	a⁵⁵ phɔ⁵⁵  | 0218.31	a-prefix father		269 271	TBL		1217	a⁵⁵phɔ⁵⁵	a⁵⁵phɔ⁵⁵	father	a ⁵⁵ + pʰ ɔ ⁵⁵	356253
1283	193	noun	p o ³¹	the father	Xiandao	father	0218.29	Achang (Xiandao) TBL	po³¹  | 0218.29			271	TBL		1217	po³¹	po³¹	father	p o ³¹	356251
1298	194	noun	a ³¹ + m u i ³¹	the feather	Achang_Longchuan	feather / plume n	0299.28	Achang (Longchuan) TBL	a³¹ mui³¹  | 0299.28	a-prefix hair		1044 1043	TBL		1201	a³¹mui³¹	a³¹mui³¹	feather / plume	a ³¹ + m u i ³¹	360599
1299	194	noun	ʃ ŏ ²¹ + m a u ⁵⁵	the feather	Atsi	feather / plume n	0299.30	Atsi [Zaiwa] TBL	ʃŏ²¹ mau⁵⁵  | 0299.30	meat hair		1046 1043	TBL		1201	ʃŏ²¹mau⁵⁵	ʃŏ²¹mau⁵⁵	feather / plume	ʃ ŏ ²¹ + m a u ⁵⁵	360601
1301	194	noun	a ³¹ + m a u ³⁵	the feather	Bola	feather / plume n	0299.32	Bola (Luxi) TBL	a³¹ mau³⁵  | 0299.32	a-prefix feather		1044 1043	TBL		1201	a³¹mau³⁵	a³¹mau³⁵	feather / plume	a ³¹ + m a u ³⁵	360603
1303	194	noun	s ŏ ⁵⁵ + m o u ⁵⁵	the feather	Lashi	feather / plume n	0299.33	Leqi (Luxi) TBL	sŏ⁵⁵ mou⁵⁵  | 0299.33	meat hair		1046 1043	TBL		1201	sŏ⁵⁵mou⁵⁵	sŏ⁵⁵mou⁵⁵	feather / plume	s ŏ ⁵⁵ + m o u ⁵⁵	360604
1305	194	noun	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	the feather	Maru	feather / plume n	0299.31	Langsu (Luxi) TBL	ʃɔ̆³⁵ muk⁵⁵  | 0299.31	meat hair		1046 1043	TBL		1201	ʃɔ̆³⁵muk⁵⁵	ʃɔ̆³⁵muk⁵⁵	feather / plume	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	360602
1352	232	verb	t e k ⁵⁵ + k ɔ ³¹	to fight	Achang_Longchuan	fight	1234.28	Achang (Longchuan) TBL	tek⁵⁵ kɔ³¹  | 1234.28		bad concept	990 991	TBL		1423	tek⁵⁵kɔ³¹	tek⁵⁵kɔ³¹	fight	t e k ⁵⁵ + k ɔ ³¹	407552
1361	232	verb	t a - ³⁵ + k ɔ ³⁵	to fight	Xiandao	fight	1234.29	Achang (Xiandao) TBL	ta³⁵ kɔ³⁵  | 1234.29	fight-1 fight-2	bad concept	990 991	TBL		1423	ta³⁵kɔ³⁵	ta³⁵kɔ³⁵	fight	t a ³⁵ + k ɔ ³⁵	407553
1363	717	verb	p a - t ²¹ + l ṵ m ²¹	to fight	Atsi	fight v.	1234.30	Atsi [Zaiwa] TBL	pat²¹ lu̱m²¹  | 1234.30	hit round	bad concept	281 988	TBL		1423	pat²¹lu̱m²¹	pat²¹lu̱m²¹	fight	p a t ²¹ + l ṵ m ²¹	407554
1364	717	verb	p ɛ - ʔ ³¹ + l a̰ m ³⁵	to fight	Bola	fight v.	1234.32	Bola (Luxi) TBL	pɛʔ³¹ la̱m³⁵  | 1234.32		bad concept	281 988	TBL		1423	pɛʔ³¹la̱m³⁵	pɛʔ³¹la̱m³⁵	fight	p ɛ ʔ ³¹ + l a̰ m ³⁵	407556
1365	717	verb	p a - t ³¹ + k ɔ ⁵⁵	to fight	Lashi	fight v.	1234.33	Leqi (Luxi) TBL	pat³¹ kɔ⁵⁵  | 1234.33	fight1 fight2	bad concept	281 991	TBL		1423	pat³¹kɔ⁵⁵	pat³¹kɔ⁵⁵	fight	p a t ³¹ + k ɔ ⁵⁵	407557
1366	717	verb	p ɛ - ʔ ³¹ + l a̰ m ³¹	to fight	Maru	fight v.	1234.31	Langsu (Luxi) TBL	pɛʔ³¹ la̱m³¹  | 1234.31	fight1 fight2	bad concept	281 988	TBL		1423	pɛʔ³¹la̱m³¹	pɛʔ³¹la̱m³¹	fight	p ɛ ʔ ³¹ + l a̰ m ³¹	407555
1394	206	noun	p o i ³¹	the fire	Achang_Longchuan	fire n 2	0018.28	Achang (Longchuan) TBL	poi³¹  | 0018.28	fire		286	TBL		221	poi³¹	poi³¹	fire	p o i ³¹	345894
1396	205	noun	m j i ²¹	the fire	Atsi	fire n 1	0018.30	Atsi [Zaiwa] TBL	mji²¹  | 0018.30	fire		1047	TBL		221	mji²¹	mji²¹	fire	m j i ²¹	345896
1397	205	noun	m - i ³¹	the fire	Bola	fire n 1	0018.32	Bola (Luxi) TBL	mi³¹  | 0018.32	fire		1047	TBL		221	mi³¹	mi³¹	fire	m i ³¹	345898
1400	205	noun	m j i ³³	the fire	Lashi	fire n 1	0018.33	Leqi (Luxi) TBL	mji³³  | 0018.33	fire		1047	TBL		221	mji³³	mji³³	fire	m j i ³³	345899
1401	205	noun	m j i ³⁵	the fire	Maru	fire n 1	0018.31	Langsu (Luxi) TBL	mji³⁵  | 0018.31	fire		1047	TBL		221	mji³⁵	mji³⁵	fire	m j i ³⁵	345897
1402	206	noun	n̩ ⁵⁵ + p u i ³¹	the fire	Xiandao	fire n 1	0018.29	Achang (Xiandao) TBL	n̩⁵⁵ pui³¹  | 0018.29	fire-1 fire-2		1048 286	TBL		221	n̩⁵⁵pui³¹	n̩⁵⁵pui³¹	fire	n̩ ⁵⁵ + p u i ³¹	345895
1403	206	noun	n̩ ⁵⁵ + p u i ³¹	the fire	Xiandao	fire n 2	0018.29	Achang (Xiandao) TBL	n̩⁵⁵ pui³¹  | 0018.29	fire-1 fire-2		1048 286	TBL		221	n̩⁵⁵pui³¹	n̩⁵⁵pui³¹	fire	n̩ ⁵⁵ + p u i ³¹	345895
1407	208	noun	ŋ a ³¹ + ʂ u a ³¹	the fish	Achang_Longchuan	fish n	0351.28	Achang (Longchuan) TBL	ŋa³¹ ʂua³¹  | 0351.28	fish meat		287 1049	TBL		227	ŋa³¹ʂua³¹	ŋa³¹ʂua³¹	fish	ŋ a ³¹ + ʂ u a ³¹	437162
1410	208	noun	ŋ ŏ ²¹ + ts o ²¹	the fish	Atsi	fish n	0351.30	Atsi [Zaiwa] TBL	ŋŏ²¹ tso²¹  | 0351.30	fish child?		287 288	TBL		227	ŋŏ²¹tso²¹	ŋŏ²¹tso²¹	fish	ŋ ŏ ²¹ + ts o ²¹	437164
1411	208	noun	ŋ ə̆ ³¹ + t a ³¹	the fish	Bola	fish n	0351.32	Bola (Luxi) TBL	ŋə̆³¹ ta³¹  | 0351.32	fish eat		287 288	TBL		227	ŋə̆³¹ta³¹	ŋə̆³¹ta³¹	fish	ŋ ə̆ ³¹ + t a ³¹	437166
1414	208	noun	ŋ ə̆ ³¹ + ts o ³³	the fish	Lashi	fish n	0351.33	Leqi (Luxi) TBL	ŋə̆³¹ tso³³  | 0351.33	fish food?		287 288	TBL		227	ŋə̆³¹tso³³	ŋə̆³¹tso³³	fish	ŋ ə̆ ³¹ + ts o ³³	437167
1415	208	noun	ŋ ə̆ ³¹ + ts ɔ ³¹	the fish	Maru	fish n	0351.31	Langsu (Luxi) TBL	ŋə̆³¹ tsɔ³¹  | 0351.31	fish1 food		287 288	TBL		227	ŋə̆³¹tsɔ³¹	ŋə̆³¹tsɔ³¹	fish	ŋ ə̆ ³¹ + ts ɔ ³¹	437165
1417	208	noun	ŋ̊ ɔ̆ ³¹ + ʂ - ɔ ³¹	the fish	Xiandao	fish n	0351.29	Achang (Xiandao) TBL	ŋ̊ɔ̆³¹ ʂɔ³¹  | 0351.29	fish meat		287 1049	TBL		227	ŋ̊ɔ̆³¹ʂɔ³¹	ŋ̊ɔ̆³¹ʂɔ³¹	fish	ŋ̊ ɔ̆ ³¹ + ʂ ɔ ³¹	437163
1421	518	other	ŋ ɔ ³¹	five	Achang_Longchuan	five	0801.28	Achang (Longchuan) TBL	ŋɔ³¹  | 0801.28	five		290	TBL		493	ŋɔ³¹	ŋɔ³¹	five	ŋ ɔ ³¹	386258
