ID	CONTEXT	Achang_Longchuan	Atsi	Bola	Lashi	Maru	Old_Burmese	Rangoon	Xiandao	FREQUENCY	PROTO
30	c	-	k	k	k	k	-	-	ʔ	2	*k	
31	c	-	-	ŋ	-	k	w	-	-	2	-	
32	c	Ø	-	k	-	-	k	ʔ	Ø	2	*k	
33	c	-	-	ʔ	-	-	w	-	-	2	-	
34	c	ŋ	ŋ	∼	ŋ	∼	nʲ	Ø	ŋ	1	ŋ	
35	c	ʔ	ʔ	ʔ	k	k	-	ʔ	ʔ	1	*k	
36	c	ʔ	-	-	k	k	Ø	-	-	1	*k	
37	c	Ø	m	∼	-	∼	Ø	Ø	Ø	1	∼	
38	c	Ø	k	k	-	k	Ø	Ø	k	1	*k	
39	c	Ø	t	t	t	k	Ø	Ø	Ø	1	t	
40	c	k	ʔ	ʔ	ʔ	ʔ	k	ʔ	ʔ	1	*k	
41	c	ŋ	k	k	k	k	ts	ʔ	k	1	k	
42	c	Ø	ʔ	ŋ	ŋ	ŋ	Ø	Ø	Ø	1	ŋ	
43	c	Ø	n	Ø	n	n	Ø	Ø	Ø	1	*n	
44	c	-	-	-	-	-	ts	ʔ	-	1	-	
45	c	Ø	m	∼	m	m	Ø	Ø	Ø	1	m	
46	c	t	p	p	p	p	p	ʔ	n	1	p	
47	c	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	∼	ŋ	1	ŋ	
48	c	ʔ	-	-	-	k	Ø	∼	-	1	*k	
49	c	t	t	ʔ	t	ʔ	-	ʔ	ʈ	1	t	
50	c	Ø	ʔ	ʔ	ʔ	k	w	-	ʔ	1	ʔ	
51	c	Ø	Ø	-	Ø	-	ŋ	∼	Ø	1	-	
52	c	t	t	t	t	t	ts	ʔ	t	1	t	
53	c	ʔ	Ø	ʔ	-	k	-	ʔ	ʔ	1	*k	
54	c	ŋ	ŋ	ŋ	ŋ	∼	Ø	Ø	ŋ	1	ŋ	
55	c	-	p	p	p	p	p	ʔ	t	1	p	
56	c	p	ʔ	ʔ	p	ʔ	Ø	ʔ	Ø	1	ʔ	
57	c	Ø	t	t	t	t	-	Ø	ʔ	1	t	
58	c	Ø	ŋ	ŋ	ŋ	∼	Ø	Ø	ʔ	1	ŋ	
59	c	ŋ	ŋ	∼	ŋ	∼	ŋ	-	Ø	1	ŋ	
60	c	ŋ	Ø	-	Ø	-	-	-	Ø	1	-	
61	c	Ø	n	n	Ø	m	Ø	Ø	Ø	1	n	
62	c	n	m	m	m	m	m	∼	n	1	m	
63	c	Ø	-	ŋ	Ø	ŋ	Ø	Ø	Ø	1	ŋ	
1	t	³¹	²¹	³⁵	⁵⁵	³⁵	⁵⁵	⁵⁵	³¹	37	⁵⁵	
2	t	³¹	²¹	³¹	³³	³⁵	⁵⁵	⁵⁵	³¹	29	³¹	
3	t	⁵⁵	⁵¹	⁵⁵	³³	³¹	-	²²	⁵⁵	33	⁵⁵	
4	t	⁵⁵	⁵¹	⁵⁵	³¹	³¹	-	²²	⁵⁵	23	⁵⁵	
5	t	⁵⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	-	⁴	⁵⁵	27	⁵⁵	
6	t	⁵⁵	⁵¹	⁵⁵	³³	³¹	²²	²²	⁵⁵	5	⁵⁵	
7	t	³¹	²¹	³¹	³¹	³¹	-	⁵³	³¹	25	³¹	
8	t	⁵⁵	⁵¹	⁵⁵	³³	³¹	⁵⁵	⁵⁵	⁵⁵	3	⁵⁵	
9	t	⁵⁵	⁵¹	⁵⁵	³¹	³¹	²²	²²	⁵⁵	2	⁵⁵	
10	t	⁵⁵	²¹	³¹	³¹	³¹	-	⁴	⁵⁵	11	³¹	
11	t	³¹	Ø	⁵⁵	Ø	³¹	-	²²	³¹	2	³¹	
12	t	⁵⁵	⁵¹	⁵⁵	³¹	³¹	Ø	⁵⁵	⁵⁵	2	⁵⁵	
13	t	³¹	²¹	³¹	³³	³¹	-	⁵³	³¹	2	³¹	
14	t	³¹	²¹	³¹	³³	⁵⁵	⁵⁵	⁵⁵	³¹	6	³¹	
15	t	³¹	²¹	³¹	³³	³¹	⁵⁵	⁵⁵	³¹	3	³¹	
16	t	³¹	⁵⁵	⁵⁵	⁵⁵	⁵⁵	Ø	Ø	³¹	2	⁵⁵	
17	t	³¹	²¹	³¹	³¹	³¹	Ø	Ø	⁵⁵	2	³¹	
18	t	Ø	Ø	³¹	³¹	³¹	k	⁴	Ø	2	³¹	
19	t	³¹	Ø	Ø	⁵⁵	Ø	Ø	⁵³	³⁵	3	³¹	
20	t	Ø	⁵⁵	³⁵	⁵⁵	⁵⁵	-	⁵³	Ø	7	⁵⁵	
21	t	⁵⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	k	⁴	⁵⁵	2	⁵⁵	
22	t	⁵⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	t	⁴	⁵⁵	2	⁵⁵	
23	t	³¹	⁵⁵	³¹	⁵⁵	⁵⁵	-	⁵³	Ø	4	⁵⁵	
24	t	³¹	²¹	³⁵	³³	³⁵	⁵⁵	⁵⁵	³¹	2	³¹	
25	t	³⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	-	Ø	Ø	2	⁵⁵	
26	t	⁵³	⁵⁵	⁵⁵	⁵⁵	⁵⁵	-	⁴	⁵⁵	2	⁵⁵	
27	t	³¹	⁵⁵	³⁵	⁵³	⁵⁵	Ø	⁵³	³¹	3	³¹	
28	t	³¹	⁵⁵	³⁵	⁵⁵	⁵⁵	⁵³	⁵³	³⁵	3	⁵⁵	
29	t	Ø	⁵⁵	⁵⁵	⁵⁵	⁵⁵	-	-	³⁵	2	⁵⁵	
30	t	⁵⁵	²¹	⁵⁵	⁵⁵	⁵⁵	-	⁴	⁵⁵	2	⁵⁵	
31	t	⁵⁵	⁵¹	⁵⁵	³³	⁵⁵	Ø	²²	⁵⁵	2	⁵⁵	
32	t	Ø	⁵⁵	⁵⁵	⁵⁵	³¹	Ø	Ø	Ø	2	⁵⁵	
33	t	Ø	⁵⁵	³⁵	³³	³⁵	Ø	Ø	Ø	2	³⁵	
34	t	³¹	⁵⁵	³⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	³¹	2	⁵⁵	
35	t	Ø	⁵⁵	⁵⁵	³³	³¹	Ø	²²	Ø	2	⁵⁵	
36	t	Ø	⁵⁵	³¹	⁵⁵	³¹	Ø	Ø	³⁵	2	⁵⁵	
37	t	³¹	²¹	³⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	³¹	2	⁵⁵	
38	t	³¹	²¹	³¹	³³	³⁵	⁵³	⁵³	⁵⁵	2	³¹	
39	t	⁵⁵	²¹	⁵⁵	³¹	³¹	-	⁴	⁵⁵	2	⁵⁵	
40	t	Ø	⁵¹	⁵⁵	⁵³	³¹	-	⁴	Ø	2	⁵¹	
41	t	⁵⁵	⁵⁵	⁵⁵	³¹	³¹	j	²²	⁵⁵	2	⁵⁵	
42	t	⁵⁵	²¹	Ø	³¹	⁵⁵	Ø	Ø	³¹	2	⁵⁵	
43	t	Ø	⁵⁵	³⁵	⁵³	³⁵	Ø	⁵⁵	Ø	2	⁵⁵	
44	t	Ø	⁵⁵	⁵⁵	⁵³	⁵⁵	-	²²	³¹	2	⁵⁵	
45	t	³¹	²¹	³⁵	³¹	³⁵	Ø	²²	³¹	2	³¹	
46	t	⁵⁵	⁵⁵	³¹	³³	³¹	-	⁴	⁵⁵	2	⁵⁵	
47	t	Ø	²¹	⁵⁵	³³	³¹	w	²²	⁵⁵	2	⁵⁵	
48	t	⁵⁵	⁵¹	⁵⁵	³¹	³¹	⁵⁵	Ø	⁵⁵	1	⁵⁵	
49	t	Ø	²¹	Ø	³³	-	-	⁵³	³¹	1	-	
50	t	³¹	²¹	³¹	³³	⁵⁵	⁵⁵	⁵⁵	⁵¹	1	⁵⁵	
51	t	⁵¹	Ø	Ø	⁵³	⁵⁵	-	²²	³¹	1	⁵¹	
52	t	Ø	⁵⁵	⁵⁵	-	⁵⁵	Ø	Ø	Ø	1	⁵⁵	
53	t	Ø	⁵¹	⁵⁵	³³	³¹	ŋ	²²	⁵⁵	1	⁵⁵	
54	t	³⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	²²	²²	⁵⁵	1	⁵⁵	
55	t	³¹	⁵⁵	³⁵	⁵³	⁵⁵	⁵³	⁵³	³¹	1	⁵³	
56	t	⁵⁵	Ø	⁵⁵	³¹	³¹	-	²²	⁵¹	1	⁵⁵	
57	t	³⁵	²¹	³⁵	⁵³	⁵⁵	Ø	Ø	Ø	1	³⁵	
58	t	⁵⁵	⁵¹	⁵³	³³	³¹	j	²²	⁵⁵	1	⁵⁵	
59	t	⁵⁵	²¹	³¹	³¹	³⁵	Ø	Ø	⁵⁵	1	⁵⁵	
60	t	Ø	²¹	³¹	⁵³	³⁵	Ø	Ø	Ø	1	²¹	
61	t	⁵⁵	⁵¹	⁵⁵	³¹	³¹	j	²²	⁵⁵	1	⁵⁵	
62	t	Ø	Ø	³¹	Ø	³¹	⁵³	⁵³	Ø	1	³¹	
63	t	Ø	⁵⁵	³⁵	⁵⁵	³¹	Ø	⁵³	³¹	1	⁵⁵	
64	t	Ø	²¹	³¹	⁵⁵	³⁵	-	²²	Ø	1	²¹	
65	t	³¹	²¹	³¹	⁵⁵	⁵⁵	⁵⁵	⁵⁵	³¹	1	⁵⁵	
66	t	⁵⁵	⁵¹	³¹	³¹	³⁵	Ø	Ø	Ø	1	³¹	
67	t	³¹	²¹	³¹	³¹	³¹	-	⁴	³¹	1	³¹	
68	t	⁵⁵	⁵⁵	⁵⁵	⁵⁵	³¹	-	⁴	³¹	1	⁵⁵	
69	t	³¹	²¹	³¹	³³	³¹	⁵⁵	⁵⁵	⁵⁵	1	³¹	
70	t	³¹	⁵⁵	³⁵	⁵⁵	³⁵	⁵⁵	⁵⁵	³¹	1	⁵⁵	
71	t	⁵⁵	⁵¹	⁵⁵	³³	³¹	⁵³	⁵³	⁵⁵	1	⁵⁵	
72	t	Ø	⁵⁵	⁵⁵	⁵⁵	⁵⁵	-	²²	⁵⁵	1	⁵⁵	
73	t	Ø	²¹	³⁵	Ø	³¹	Ø	Ø	Ø	1	²¹	
74	t	³¹	²¹	⁵⁵	⁵⁵	³¹	-	⁵⁵	³¹	1	³¹	
75	t	⁵⁵	Ø	³¹	²¹	³¹	k	⁴	⁵⁵	1	⁵⁵	
76	t	³¹	²¹	Ø	³³	²¹	Ø	⁵⁵	³¹	1	³¹	
77	t	Ø	⁵⁵	³¹	⁵⁵	⁵⁵	Ø	Ø	⁵³	1	⁵⁵	
78	t	³¹	⁵⁵	⁵⁵	⁵⁵	³¹	-	⁴	⁵⁵	1	⁵⁵	
79	t	³¹	²¹	⁵⁵	⁵⁵	³¹	⁵⁵	⁵⁵	³¹	1	⁵⁵	
80	t	³¹	²¹	³¹	⁵⁵	³¹	Ø	⁴	³¹	1	³¹	
81	t	³⁵	⁵⁵	³⁵	⁵⁵	⁵⁵	⁵³	⁵³	³⁵	1	³⁵	
82	t	Ø	⁵¹	³¹	Ø	³¹	-	⁵³	Ø	1	³¹	
83	t	³¹	²¹	³¹	³¹	³¹	⁵⁵	⁵⁵	³¹	1	³¹	
84	t	³¹	⁵⁵	³¹	⁵⁵	⁵⁵	Ø	²²	³¹	1	³¹	
85	t	Ø	⁵¹	³¹	³¹	³¹	Ø	²²	Ø	1	³¹	
86	t	³¹	⁵⁵	⁵⁵	⁵⁵	⁵⁵	-	⁴	⁵⁵	1	⁵⁵	
87	t	⁵⁵	⁵¹	⁵⁵	³¹	³¹	ŋ	²²	⁵⁵	1	⁵⁵	
88	t	³¹	²¹	³¹	³³	-	⁵⁵	⁵⁵	³¹	1	³¹	
89	t	⁵⁵	⁵⁵	⁵⁵	⁵⁵	⁵⁵	-	⁵³	³¹	1	⁵⁵	
90	t	⁵⁵	⁵¹	⁵⁵	³³	³¹	j	²²	⁵⁵	1	⁵⁵	
