ID	DOCULECT	DOCULECT_IS	CONCEPT	ID_IS	VALUE	SEGMENTED_VALUE	TOKENS	STRUCTURE	COGID
158	Bola	Nishi Bola	iron	30	ʃɛ̃⁵⁵-	ʃ ɛ̃ ⁵⁵ -	ʃ ɛ̃ ∼ ⁵⁵ +	i n c t +	30
159	Achang	Nishi Achang	iron	30	ʂam⁵⁵	ʂ am ⁵⁵	ʂ a m ⁵⁵	i n c t	30
160	Atsi	Nishi Zaiwa/Atsi	iron	30	ʃam⁵¹	ʃ am ⁵¹	ʃ a m ⁵¹	i n c t	30
500	Maru	Nishi Langsu/Maru	jab, poke, stab	94	thuk⁵⁵	thu k ⁵⁵	tʰ u k ⁵⁵	i m i t	94
501	Lashi	Nishi Leqi/Lashi	jab, poke, stab	94	tha:u⁵⁵	th a:u ⁵⁵	tʰ a: u ⁵⁵	i n nn t	94
502	Bola	Nishi Bola	jab, poke, stab	94	thau³⁵	th au ³⁵	tʰ a u ³⁵	i n nn t	94
503	Achang	Nishi Achang	jab, poke, stab	94	thau³¹	th au ³¹	tʰ a u ³¹	i n nn t	94
504	Atsi	Nishi Zaiwa/Atsi	jab, poke, stab	94	thau²¹	th au ²¹	tʰ a u ²¹	i n nn t	94
1521	Maru	Nishi Langsu/Maru	kill	290	sɛ̣̣ɂ⁵⁵	s ɛ̣̣ɂ ⁵⁵	s ɛ̰ ʔ ⁵⁵	i n c t	289
1522	Xiandao	Nishi Xiandao	kill	290	sat⁵⁵	s at ⁵⁵	s a t ⁵⁵	i n c t	289
1523	Lashi	Nishi Leqi/Lashi	kill	290	sạ:t⁵⁵	s ạ:t ⁵⁵	s a̰: t ⁵⁵	i n c t	289
1524	Bola	Nishi Bola	kill	290	sɛ̣̣ɂ⁵⁵	s ɛ̣̣ɂ ⁵⁵	s ɛ̰ ʔ ⁵⁵	i n c t	289
1525	Achang	Nishi Achang	kill	290	sat⁵⁵	s at ⁵⁵	s a t ⁵⁵	i n c t	289
1526	Atsi	Nishi Zaiwa/Atsi	kill	290	sat⁵⁵	s at ⁵⁵	s a t ⁵⁵	i n c t	289
239	Maru	Nishi Langsu/Maru	kite; hawk	46	tsum³¹	tsu m ³¹	ts u m ³¹	i m i t	46
240	Xiandao	Nishi Xiandao	kite; hawk	46	cun³¹-	cu n ³¹ -	c u n ³¹ +	i m i t +	46
241	Lashi	Nishi Leqi/Lashi	kite; hawk	46	tsɔn³¹	ts ɔn ³¹	ts ɔ n ³¹	i n c t	46
242	Bola	Nishi Bola	kite; hawk	46	tsɔn⁵⁵	ts ɔn ⁵⁵	ts ɔ n ⁵⁵	i n c t	46
243	Atsi	Nishi Zaiwa/Atsi	kite; hawk	46	tsun⁵¹	tsu n ⁵¹	ts u n ⁵¹	i m i t	46
1651	Xiandao	Nishi Xiandao	know (how to)	314	tat⁵⁵	t at ⁵⁵	t a t ⁵⁵	i n c t	313
1652	Lashi	Nishi Leqi/Lashi	know (how to)	314	ta:t³¹	t a:t ³¹	t a: t ³¹	i n c t	313
1653	Achang	Nishi Achang	know (how to)	314	tat⁵⁵	t at ⁵⁵	t a t ⁵⁵	i n c t	313
1654	Atsi	Nishi Zaiwa/Atsi	know (how to)	314	tat²¹	t at ²¹	t a t ²¹	i n c t	313
1199	Maru	Nishi Langsu/Maru	know; recognize	225	sɛ⁵⁵	s ɛ ⁵⁵	s ɛ ⁵⁵	i n t	225
1200	Xiandao	Nishi Xiandao	know; recognize	225	sa³⁵	s a ³⁵	s a ³⁵	i n t	225
1201	Lashi	Nishi Leqi/Lashi	know; recognize	225	sɛ̣:⁵³	s ɛ̣: ⁵³	s ɛ̰: ⁵³	i n t	225
1202	Bola	Nishi Bola	know; recognize	225	sɛ³⁵	s ɛ ³⁵	s ɛ ³⁵	i n t	225
1203	Achang	Nishi Achang	know; recognize	225	sa³⁵	s a ³⁵	s a ³⁵	i n t	225
1204	Atsi	Nishi Zaiwa/Atsi	know; recognize	225	se⁵⁵	s e ⁵⁵	s e ⁵⁵	i n t	225
671	Maru	Nishi Langsu/Maru	large iron work	127	-ụk⁵⁵	- ụk ⁵⁵	+ ṵ k ⁵⁵	+ n c t	127
672	Xiandao	Nishi Xiandao	large iron work	127	au³¹	au ³¹	a u ³¹	n nn t	127
673	Lashi	Nishi Leqi/Lashi	large iron work	127	-ou⁵⁵	- ou ⁵⁵	+ o u ⁵⁵	+ n nn t	127
674	Bola	Nishi Bola	large iron work	127	-ạu³⁵	- ạu ³⁵	+ a̰ u ³⁵	+ n nn t	127
675	Achang	Nishi Achang	large iron work	127	au³¹	au ³¹	a u ³¹	n nn t	127
676	Atsi	Nishi Zaiwa/Atsi	large iron work	127	-au²¹	- au ²¹	+ a u ²¹	+ n nn t	127
1197	Xiandao	Nishi Xiandao	lay egg	224	u³⁵	u ³⁵	u ³⁵	n t	224
1198	Achang	Nishi Achang	lay egg	224	u³⁵	u ³⁵	u ³⁵	n t	224
1320	Maru	Nishi Langsu/Maru	leaf	249	phɔɂ⁵⁵	ph ɔɂ ⁵⁵	pʰ ɔ ʔ ⁵⁵	i n c t	248
1588	Maru	Nishi Langsu/Maru	leaf	302	fɔɂ⁵⁵	f ɔɂ ⁵⁵	f ɔ ʔ ⁵⁵	i n c t	301
1589	Xiandao	Nishi Xiandao	leaf	302	-xʐoɂ⁵⁵	- xʐ oɂ ⁵⁵	+ xʐ o ʔ ⁵⁵	+ i n c t	301
1590	Lashi	Nishi Leqi/Lashi	leaf	302	-fụɂ⁵⁵	- f ụɂ ⁵⁵	+ f ṵ ʔ ⁵⁵	+ i n c t	301
1591	Bola	Nishi Bola	leaf	302	-faɂ⁵⁵	- f aɂ ⁵⁵	+ f a ʔ ⁵⁵	+ i n c t	301
1592	Achang	Nishi Achang	leaf	302	-xʐoɂ⁵⁵	- xʐ oɂ ⁵⁵	+ xʐ o ʔ ⁵⁵	+ i n c t	301
1593	Atsi	Nishi Zaiwa/Atsi	leaf	302	-xaɂ⁵⁵	- x aɂ ⁵⁵	+ x a ʔ ⁵⁵	+ i n c t	301
463	Maru	Nishi Langsu/Maru	leak	87	juk³¹	ju k ³¹	j u k ³¹	m n i t	87
464	Xiandao	Nishi Xiandao	leak	87	jau³¹	j au ³¹	j a u ³¹	m n nn t	87
465	Lashi	Nishi Leqi/Lashi	leak	87	ja:u³¹	j a:u ³¹	j a: u ³¹	m n nn t	87
466	Bola	Nishi Bola	leak	87	ju⁵⁵	ju ⁵⁵	j u ⁵⁵	m n t	87
467	Achang	Nishi Achang	leak	87	ʑau⁵⁵	ʑ au ⁵⁵	ʑ a u ⁵⁵	i n nn t	87
468	Atsi	Nishi Zaiwa/Atsi	leak	87	jui⁵¹	ju i ⁵¹	j u i ⁵¹	m n n t	87
1347	Maru	Nishi Langsu/Maru	lean on; support	255	thauk⁵⁵	th auk ⁵⁵	tʰ a u k ⁵⁵	i n nn c t	254
1348	Xiandao	Nishi Xiandao	lean on; support	255	thuɂ⁵⁵	th uɂ ⁵⁵	tʰ u ʔ ⁵⁵	i n c t	254
1349	Lashi	Nishi Leqi/Lashi	lean on; support	255	thu:k⁵⁵	th u:k ⁵⁵	tʰ u: k ⁵⁵	i n c t	254
1350	Bola	Nishi Bola	lean on; support	255	thauɂ⁵⁵	th auɂ ⁵⁵	tʰ a u ʔ ⁵⁵	i n nn c t	254
1351	Atsi	Nishi Zaiwa/Atsi	lean on; support	255	thuɂ⁵⁵	th uɂ ⁵⁵	tʰ u ʔ ⁵⁵	i n c t	254
1851	Maru	Nishi Langsu/Maru	lick	357	jɔɂ³¹	j ɔɂ ³¹	j ɔ ʔ ³¹	m n c t	355
1852	Xiandao	Nishi Xiandao	lick	357	lɛɂ⁵⁵	l ɛɂ ⁵⁵	l ɛ ʔ ⁵⁵	i n c t	355
1853	Lashi	Nishi Leqi/Lashi	lick	357	jɔ:ɂ³¹	j ɔ:ɂ ³¹	j ɔ: ʔ ³¹	m n c t	355
1854	Bola	Nishi Bola	lick	357	laɂ³¹	l aɂ ³¹	l a ʔ ³¹	i n c t	355
1855	Achang	Nishi Achang	lick	357	liap⁵⁵	li ap ⁵⁵	l i a p ⁵⁵	i m n c t	355
1856	Atsi	Nishi Zaiwa/Atsi	lick	357	joɂ²¹	j oɂ ²¹	j o ʔ ²¹	m n c t	355
695	Maru	Nishi Langsu/Maru	liver	131	saŋ³⁵	s aŋ ³⁵	s a ŋ ³⁵	i n c t	131
696	Xiandao	Nishi Xiandao	liver	131	-ʂɯŋ³¹	- ʂ ɯŋ ³¹	+ ʂ ɯ ŋ ³¹	+ i n c t	131
697	Lashi	Nishi Leqi/Lashi	liver	131	səŋ⁵⁵	s əŋ ⁵⁵	s ə ŋ ⁵⁵	i n c t	131
698	Bola	Nishi Bola	liver	131	saŋ³⁵	s aŋ ³⁵	s a ŋ ³⁵	i n c t	131
699	Achang	Nishi Achang	liver	131	-ʂəŋ³¹	- ʂ əŋ ³¹	+ ʂ ə ŋ ³¹	+ i n c t	131
700	Atsi	Nishi Zaiwa/Atsi	liver	131	siŋ²¹	s iŋ ²¹	s i ŋ ²¹	i n c t	131
175	Maru	Nishi Langsu/Maru	long	34	xaŋ³¹	x aŋ ³¹	x a ŋ ³¹	i n c t	34
176	Xiandao	Nishi Xiandao	long	34	sɤŋ⁵⁵	s ɤŋ ⁵⁵	s ɤ ŋ ⁵⁵	i n c t	34
177	Lashi	Nishi Leqi/Lashi	long	34	ʃẹ:ŋ³³	ʃẹ: ŋ ³³	ʃ ẹ: ŋ ³³	i m i t	34
178	Bola	Nishi Bola	long	34	xaŋ⁵⁵	x aŋ ⁵⁵	x a ŋ ⁵⁵	i n c t	34
179	Achang	Nishi Achang	long	34	səŋ⁵⁵	s əŋ ⁵⁵	s ə ŋ ⁵⁵	i n c t	34
180	Atsi	Nishi Zaiwa/Atsi	long	34	xiŋ⁵¹	x iŋ ⁵¹	x i ŋ ⁵¹	i n c t	34
1327	Maru	Nishi Langsu/Maru	lose; mislay	251	-phjauk⁵⁵	- phj auk ⁵⁵	+ pʰ j a u k ⁵⁵	+ i m n nn c t	250
1328	Xiandao	Nishi Xiandao	lose; mislay	251	tʂuɂ⁵⁵	tʂ uɂ ⁵⁵	ʈʂ u ʔ ⁵⁵	i n c t	250
1329	Bola	Nishi Bola	lose; mislay	251	-phauɂ⁵⁵	- ph auɂ ⁵⁵	+ pʰ a u ʔ ⁵⁵	+ i n nn c t	250
1330	Achang	Nishi Achang	lose; mislay	251	tʂɔɂ⁵⁵	tʂ ɔɂ ⁵⁵	ʈʂ ɔ ʔ ⁵⁵	i n c t	250
1331	Atsi	Nishi Zaiwa/Atsi	lose; mislay	251	phjuɂ⁵⁵-	phj uɂ ⁵⁵ -	pʰ j u ʔ ⁵⁵ +	i m n c t +	250
271	Maru	Nishi Langsu/Maru	loud	52	mjaŋ³¹	mj aŋ ³¹	m j a ŋ ³¹	i m n c t	52
272	Xiandao	Nishi Xiandao	loud	52	mɤŋ⁵⁵	m ɤŋ ⁵⁵	m ɤ ŋ ⁵⁵	i n c t	52
273	Lashi	Nishi Leqi/Lashi	loud	52	mjə:ŋ³¹	mj ə:ŋ ³¹	m j ə: ŋ ³¹	i m n c t	52
274	Bola	Nishi Bola	loud	52	mjaŋ⁵⁵	mj aŋ ⁵⁵	m j a ŋ ⁵⁵	i m n c t	52
275	Achang	Nishi Achang	loud	52	mʐəŋ⁵⁵	mʐ əŋ ⁵⁵	mʐ ə ŋ ⁵⁵	i n c t	52
276	Atsi	Nishi Zaiwa/Atsi	loud	52	mjiŋ⁵¹	mj iŋ ⁵¹	m j i ŋ ⁵¹	i m n c t	52
725	Maru	Nishi Langsu/Maru	louse	136	ʃiŋ³⁵	ʃ iŋ ³⁵	ʃ i ŋ ³⁵	i n c t	136
726	Xiandao	Nishi Xiandao	louse	136	ʂan³¹	ʂ an ³¹	ʂ a n ³¹	i n c t	136
727	Lashi	Nishi Leqi/Lashi	louse	136	ʃɛ̣n⁵⁵	ʃ ɛ̣n ⁵⁵	ʃ ɛ̰ n ⁵⁵	i n c t	136
728	Bola	Nishi Bola	louse	136	ʃɔn³⁵	ʃ ɔn ³⁵	ʃ ɔ n ³⁵	i n c t	136
729	Achang	Nishi Achang	louse	136	ʂan³¹	ʂ an ³¹	ʂ a n ³¹	i n c t	136
730	Atsi	Nishi Zaiwa/Atsi	louse	136	ʃin²¹	ʃ in ²¹	ʃ i n ²¹	i n c t	136
1145	Maru	Nishi Langsu/Maru	lower (head)	214	ŋạn⁵⁵	ŋ ạn ⁵⁵	ŋ a̰ n ⁵⁵	i n c t	214
1146	Xiandao	Nishi Xiandao	lower (head)	214	ŋum³⁵	ŋu m ³⁵	ŋ u m ³⁵	i m i t	214
1147	Lashi	Nishi Leqi/Lashi	lower (head)	214	ŋu:n⁵⁵	ŋ u:n ⁵⁵	ŋ u: n ⁵⁵	i n c t	214
1148	Bola	Nishi Bola	lower (head)	214	ŋɔ̣n³⁵	ŋ ɔ̣n ³⁵	ŋ ɔ̰ n ³⁵	i n c t	214
1149	Achang	Nishi Achang	lower (head)	214	ŋop³⁵	ŋ op ³⁵	ŋ o p ³⁵	i n c t	214
1150	Atsi	Nishi Zaiwa/Atsi	lower (head)	214	ŋom⁵⁵	ŋ om ⁵⁵	ŋ o m ⁵⁵	i n c t	214
1450	Maru	Nishi Langsu/Maru	lungs	275	tsạt⁵⁵	ts ạt ⁵⁵	ts a̰ t ⁵⁵	i n c t	274
1451	Xiandao	Nishi Xiandao	lungs	275	-chut⁵⁵	- ch ut ⁵⁵	+ ch/tsʰ u t ⁵⁵	+ i n c t	274
1452	Lashi	Nishi Leqi/Lashi	lungs	275	tsɔ̣t⁵⁵	ts ɔ̣t ⁵⁵	ts ɔ̰ t ⁵⁵	i n c t	274
1453	Bola	Nishi Bola	lungs	275	tsɔ̣t⁵⁵	ts ɔ̣t ⁵⁵	ts ɔ̰ t ⁵⁵	i n c t	274
1454	Achang	Nishi Achang	lungs	275	-tɕhot⁵⁵	- tɕh ot ⁵⁵	+ tɕʰ o t ⁵⁵	+ i n c t	274
1455	Atsi	Nishi Zaiwa/Atsi	lungs	275	tsụt⁵⁵	ts ụt ⁵⁵	ts ṵ t ⁵⁵	i n c t	274
1847	Maru	Nishi Langsu/Maru	maggot	356	lauk³¹	l auk ³¹	l a u k ³¹	i n nn c t	354
1848	Lashi	Nishi Leqi/Lashi	maggot	356	luk³¹	lu k ³¹	l u k ³¹	i m i t	354
1849	Bola	Nishi Bola	maggot	356	lauɂ³¹	l auɂ ³¹	l a u ʔ ³¹	i n nn c t	354
1850	Atsi	Nishi Zaiwa/Atsi	maggot	356	luɂ²¹	l uɂ ²¹	l u ʔ ²¹	i n c t	354
1267	Maru	Nishi Langsu/Maru	male (cock)	238	-phɔ⁵⁵	- ph ɔ ⁵⁵	+ pʰ ɔ ⁵⁵	+ i n t	238
1268	Xiandao	Nishi Xiandao	male (cock)	238	-phɔ³¹	- ph ɔ ³¹	+ pʰ ɔ ³¹	+ i n t	238
1269	Lashi	Nishi Leqi/Lashi	male (cock)	238	-pho⁵⁵	- ph o ⁵⁵	+ pʰ o ⁵⁵	+ i n t	238
1270	Bola	Nishi Bola	male (cock)	238	-pha³⁵	- ph a ³⁵	+ pʰ a ³⁵	+ i n t	238
1271	Atsi	Nishi Zaiwa/Atsi	male (cock)	238	-pho⁵⁵	- ph o ⁵⁵	+ pʰ o ⁵⁵	+ i n t	238
755	Maru	Nishi Langsu/Maru	male genitals	141	ŋjị³⁵	ŋj ị ³⁵	ŋ j ḭ ³⁵	i m n t	142
756	Xiandao	Nishi Xiandao	male genitals	141	n̥i³¹	n̥ i ³¹	n̥ i ³¹	i n t	142
757	Lashi	Nishi Leqi/Lashi	male genitals	141	ŋjị⁵⁵	ŋj ị ⁵⁵	ŋ j ḭ ⁵⁵	i m n t	142
758	Bola	Nishi Bola	male genitals	141	ŋjị³⁵	ŋj ị ³⁵	ŋ j ḭ ³⁵	i m n t	142
759	Achang	Nishi Achang	male genitals	141	ñ̥i³¹-	ñ̥ i ³¹ -	ɲ̊ i ³¹ +	i n t +	142
760	Atsi	Nishi Zaiwa/Atsi	male genitals	141	ŋjị²¹	ŋj ị ²¹	ŋ j ḭ ²¹	i m n t	142
1028	Maru	Nishi Langsu/Maru	male(animal)	191	-lo³⁵	- l o ³⁵	+ l o ³⁵	+ i n t	191
1029	Xiandao	Nishi Xiandao	male(animal)	191	-lɔ³¹	- l ɔ ³¹	+ l ɔ ³¹	+ i n t	191
1030	Lashi	Nishi Leqi/Lashi	male(animal)	191	-lo³³	- l o ³³	+ l o ³³	+ i n t	191
1031	Bola	Nishi Bola	male(animal)	191	-la³¹	- l a ³¹	+ l a ³¹	+ i n t	191
1032	Achang	Nishi Achang	male(animal)	191	-lɔ³¹	- l ɔ ³¹	+ l ɔ ³¹	+ i n t	191
1033	Atsi	Nishi Zaiwa/Atsi	male(animal)	191	-lo²¹	- l o ²¹	+ l o ²¹	+ i n t	191
1807	Maru	Nishi Langsu/Maru	man (male)	349	jauk³¹-	j auk ³¹ -	j a u k ³¹ +	m n nn c t +	347
1808	Xiandao	Nishi Xiandao	man (male)	349	juɂ³¹-	j uɂ ³¹ -	j u ʔ ³¹ +	m n c t +	347
1809	Lashi	Nishi Leqi/Lashi	man (male)	349	juɂ⁵⁵-	j uɂ ⁵⁵ -	j u ʔ ⁵⁵ +	m n c t +	347
1810	Bola	Nishi Bola	man (male)	349	jauɂ³¹-	j auɂ ³¹ -	j a u ʔ ³¹ +	m n nn c t +	347
1811	Atsi	Nishi Zaiwa/Atsi	man (male)	349	juɂ²¹-	j uɂ ²¹ -	j u ʔ ²¹ +	m n c t +	347
954	Maru	Nishi Langsu/Maru	many	178	mjɔ³⁵	mj ɔ ³⁵	m j ɔ ³⁵	i m n t	178
955	Xiandao	Nishi Xiandao	many	178	ɲɔ³¹	ɲ ɔ ³¹	ɲ ɔ ³¹	i n t	178
956	Lashi	Nishi Leqi/Lashi	many	178	mjɔ:³³	mj ɔ: ³³	m j ɔ: ³³	i m n t	178
957	Bola	Nishi Bola	many	178	mja³¹	mj a ³¹	m j a ³¹	i m n t	178
958	Achang	Nishi Achang	many	178	ñɔ³¹	ñ ɔ ³¹	ɲ ɔ ³¹	i n t	178
959	Atsi	Nishi Zaiwa/Atsi	many	178	mjo²¹	mj o ²¹	m j o ²¹	i m n t	178
1134	Maru	Nishi Langsu/Maru	matter, affair	212	-mu⁵⁵	- mu ⁵⁵	+ m u ⁵⁵	+ i m t	212
1135	Xiandao	Nishi Xiandao	matter, affair	212	-mu³⁵	- mu ³⁵	+ m u ³⁵	+ i m t	212
1136	Lashi	Nishi Leqi/Lashi	matter, affair	212	-mo⁵⁵	- m o ⁵⁵	+ m o ⁵⁵	+ i n t	212
1137	Bola	Nishi Bola	matter, affair	212	-mu³⁵	- mu ³⁵	+ m u ³⁵	+ i m t	212
1138	Achang	Nishi Achang	matter, affair	212	-mu³⁵	- mu ³⁵	+ m u ³⁵	+ i m t	212
1139	Atsi	Nishi Zaiwa/Atsi	matter, affair	212	-mu⁵¹	- mu ⁵¹	+ m u ⁵¹	+ i m t	212
719	Maru	Nishi Langsu/Maru	meat, flesh	135	ʃɔ³⁵	ʃ ɔ ³⁵	ʃ ɔ ³⁵	i n t	135
720	Xiandao	Nishi Xiandao	meat, flesh	135	ʂɔ³¹	ʂ ɔ ³¹	ʂ ɔ ³¹	i n t	135
721	Lashi	Nishi Leqi/Lashi	meat, flesh	135	ʃɔ⁵⁵	ʃ ɔ ⁵⁵	ʃ ɔ ⁵⁵	i n t	135
722	Bola	Nishi Bola	meat, flesh	135	ʃa³⁵	ʃ a ³⁵	ʃ a ³⁵	i n t	135
723	Achang	Nishi Achang	meat, flesh	135	ʂua³¹	ʂu a ³¹	ʂ u a ³¹	i m n t	135
724	Atsi	Nishi Zaiwa/Atsi	meat, flesh	135	ʃo²¹	ʃ o ²¹	ʃ o ²¹	i n t	135
535	Maru	Nishi Langsu/Maru	medicine	100	tʃhik⁵⁵	tʃh ik ⁵⁵	tʃʰ i k ⁵⁵	i n c t	100
536	Lashi	Nishi Leqi/Lashi	medicine	100	tʃhei⁵⁵	tʃh ei ⁵⁵	tʃʰ e i ⁵⁵	i n nn t	100
537	Bola	Nishi Bola	medicine	100	tʃhï³⁵	tʃh ï ³⁵	tʃʰ ï/ʅ ³⁵	i n t	100
538	Atsi	Nishi Zaiwa/Atsi	medicine	100	tʃhi²¹	tʃh i ²¹	tʃʰ i ²¹	i n t	100
1226	Maru	Nishi Langsu/Maru	milk, breast	230	nuk⁵⁵	nu k ⁵⁵	n u k ⁵⁵	i m i t	230
1227	Lashi	Nishi Leqi/Lashi	milk, breast	230	nou⁵⁵	n ou ⁵⁵	n o u ⁵⁵	i n nn t	230
1228	Bola	Nishi Bola	milk, breast	230	nau³⁵	n au ³⁵	n a u ³⁵	i n nn t	230
1229	Achang	Nishi Achang	milk, breast	230	nau³⁵-	n au ³⁵ -	n a u ³⁵ +	i n nn t +	230
1230	Atsi	Nishi Zaiwa/Atsi	milk, breast	230	nau⁵⁵	n au ⁵⁵	n a u ⁵⁵	i n nn t	230
1744	Maru	Nishi Langsu/Maru	monkey	336	mjauk³¹	mj auk ³¹	m j a u k ³¹	i m n nn c t	334
1745	Xiandao	Nishi Xiandao	monkey	336	ɲuɂ⁵⁵	ɲ uɂ ⁵⁵	ɲ u ʔ ⁵⁵	i n c t	334
1746	Lashi	Nishi Leqi/Lashi	monkey	336	mjuk³¹	mj uk ³¹	m j u k ³¹	i m n c t	334
1747	Bola	Nishi Bola	monkey	336	mjauɂ³¹	mj auɂ ³¹	m j a u ʔ ³¹	i m n nn c t	334
1748	Achang	Nishi Achang	monkey	336	ñuɂ⁵⁵	ñ uɂ ⁵⁵	ɲ u ʔ ⁵⁵	i n c t	334
1749	Atsi	Nishi Zaiwa/Atsi	monkey	336	mjuɂ²¹	mj uɂ ²¹	m j u ʔ ²¹	i m n c t	334
1157	Maru	Nishi Langsu/Maru	moon	216	lɔ̣⁵⁵	l ɔ̣ ⁵⁵	l ɔ̰ ⁵⁵	i n t	216
1158	Xiandao	Nishi Xiandao	moon	216	-l̥ɔ³¹	- l̥ ɔ ³¹	+ l̥ ɔ ³¹	+ i n t	216
1159	Lashi	Nishi Leqi/Lashi	moon	216	lạ⁵³-	l ạ ⁵³ -	l a̰ ⁵³ +	i n t +	216
1160	Bola	Nishi Bola	moon	216	lɛ̃³⁵-	l ɛ̃ ³⁵ -	l ɛ̃ ∼ ³⁵ +	i n c t +	216
1161	Achang	Nishi Achang	moon	216	-lɔ³¹	- l ɔ ³¹	+ l ɔ ³¹	+ i n t	216
1162	Atsi	Nishi Zaiwa/Atsi	moon	216	lọ⁵⁵-	l ọ ⁵⁵ -	l o̰ ⁵⁵ +	i n t +	216
1768	Maru	Nishi Langsu/Maru	morning; morrow	341	nɛɂ³¹-	n ɛɂ ³¹ -	n ɛ ʔ ³¹ +	i n c t +	339
1769	Xiandao	Nishi Xiandao	morning; morrow	341	nap⁵⁵-	n ap ⁵⁵ -	n a p ⁵⁵ +	i n c t +	339
1770	Lashi	Nishi Leqi/Lashi	morning; morrow	341	nap³¹-	n ap ³¹ -	n a p ³¹ +	i n c t +	339
1771	Bola	Nishi Bola	morning; morrow	341	nɛɂ³¹-	n ɛɂ ³¹ -	n ɛ ʔ ³¹ +	i n c t +	339
1772	Achang	Nishi Achang	morning; morrow	341	-nap⁵⁵	- n ap ⁵⁵	+ n a p ⁵⁵	+ i n c t	339
1773	Atsi	Nishi Zaiwa/Atsi	morning; morrow	341	nap²¹-	n ap ²¹ -	n a p ²¹ +	i n c t +	339
121	Maru	Nishi Langsu/Maru	mosquito	24	kjɔ̣̃³¹	kj ɔ̣̃ ³¹	k j ɔ̰̃ ∼ ³¹	i m n c t	24
122	Xiandao	Nishi Xiandao	mosquito	24	-khʐaŋ⁵⁵	- khʐ aŋ ⁵⁵	+ kʐʰ a ŋ ⁵⁵	+ i n c t	24
123	Lashi	Nishi Leqi/Lashi	mosquito	24	kjạŋ³³	kj ạŋ ³³	k j a̰ ŋ ³³	i m n c t	24
124	Bola	Nishi Bola	mosquito	24	kjɔ̣̃⁵⁵	kj ɔ̣̃ ⁵⁵	k j ɔ̰̃ ∼ ⁵⁵	i m n c t	24
125	Atsi	Nishi Zaiwa/Atsi	mosquito	24	kjạŋ⁵¹	kj ạŋ ⁵¹	k j a̰ ŋ ⁵¹	i m n c t	24
1115	Maru	Nishi Langsu/Maru	mother; woman	208	-mjị⁵⁵	- mj ị ⁵⁵	+ m j ḭ ⁵⁵	+ i m n t	208
1116	Lashi	Nishi Leqi/Lashi	mother; woman	208	-mjị⁵³	- mj ị ⁵³	+ m j ḭ ⁵³	+ i m n t	208
1117	Bola	Nishi Bola	mother; woman	208	mị³⁵	m ị ³⁵	m ḭ ³⁵	i n t	208
1720	Maru	Nishi Langsu/Maru	mouse	329	ɣuk³¹-	ɣ uk ³¹ -	ɣ u k ³¹ +	i n c t +	328
1721	Xiandao	Nishi Xiandao	mouse	329	kʐoɂ⁵⁵	kʐ oɂ ⁵⁵	kʐ o ʔ ⁵⁵	i n c t	328
1722	Bola	Nishi Bola	mouse	329	ɣɔɂ³¹-	ɣ ɔɂ ³¹ -	ɣ ɔ ʔ ³¹ +	i n c t +	328
1723	Achang	Nishi Achang	mouse	329	kʐoɂ⁵⁵	kʐ oɂ ⁵⁵	kʐ o ʔ ⁵⁵	i n c t	328
203	Maru	Nishi Langsu/Maru	moutain; heap	39	pam³¹	p am ³¹	p a m ³¹	i n c t	39
204	Xiandao	Nishi Xiandao	moutain; heap	39	pum⁵⁵	p um ⁵⁵	p u m ⁵⁵	i n c t	39
205	Lashi	Nishi Leqi/Lashi	moutain; heap	39	pɔm³¹	p ɔm ³¹	p ɔ m ³¹	i n c t	39
206	Bola	Nishi Bola	moutain; heap	39	pam⁵⁵	p am ⁵⁵	p a m ⁵⁵	i n c t	39
207	Achang	Nishi Achang	moutain; heap	39	pum⁵⁵	p um ⁵⁵	p u m ⁵⁵	i n c t	39
208	Atsi	Nishi Zaiwa/Atsi	moutain; heap	39	pum⁵¹	p um ⁵¹	p u m ⁵¹	i n c t	39
1548	Maru	Nishi Langsu/Maru	mouth	295	nạt⁵⁵	n ạt ⁵⁵	n a̰ t ⁵⁵	i n c t	294
1549	Xiandao	Nishi Xiandao	mouth	295	n̥ut⁵⁵	n̥ ut ⁵⁵	n̥ u t ⁵⁵	i n c t	294
1550	Lashi	Nishi Leqi/Lashi	mouth	295	nuạt⁵⁵	nu ạt ⁵⁵	n u a̰ t ⁵⁵	i m n c t	294
1551	Bola	Nishi Bola	mouth	295	nɔ̣t⁵⁵	n ɔ̣t ⁵⁵	n ɔ̰ t ⁵⁵	i n c t	294
1552	Achang	Nishi Achang	mouth	295	ñ̥ot⁵⁵	ñ̥ ot ⁵⁵	ɲ̊ o t ⁵⁵	i n c t	294
1553	Atsi	Nishi Zaiwa/Atsi	mouth	295	nụt⁵⁵	n ụt ⁵⁵	n ṵ t ⁵⁵	i n c t	294
260	Maru	Nishi Langsu/Maru	mushroom	50	muk³¹	mu k ³¹	m u k ³¹	i m i t	50
261	Lashi	Nishi Leqi/Lashi	mushroom	50	mou³¹-	m ou ³¹ -	m o u ³¹ +	i n nn t +	50
262	Bola	Nishi Bola	mushroom	50	mau⁵⁵	m au ⁵⁵	m a u ⁵⁵	i n nn t	50
263	Achang	Nishi Achang	mushroom	50	mau⁵⁵	m au ⁵⁵	m a u ⁵⁵	i n nn t	50
264	Atsi	Nishi Zaiwa/Atsi	mushroom	50	mau⁵¹-	m au ⁵¹ -	m a u ⁵¹ +	i n nn t +	50
